fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binary,quality_label
7.20,0.84,0.00,2.00,0.1660,4.00,11.00,0.9961,3.39,0.52,10.00,5,0,0
6.60,0.58,0.02,2.40,0.0690,19.00,40.00,0.9939,3.38,0.66,12.60,6,1,1
6.00,0.50,0.00,1.40,0.0570,15.00,26.00,0.9945,3.36,0.45,9.50,5,0,0
6.00,0.50,0.00,1.40,0.0570,15.00,26.00,0.9945,3.36,0.45,9.50,5,0,0
6.00,0.50,0.00,1.40,0.0570,15.00,26.00,0.9945,3.36,0.45,9.50,5,0,0
7.50,0.51,0.02,1.70,0.0840,13.00,31.00,0.9954,3.36,0.54,10.50,6,1,1
7.50,0.51,0.02,1.70,0.0840,13.00,31.00,0.9954,3.36,0.54,10.50,6,1,1
7.50,0.51,0.02,1.70,0.0840,13.00,31.00,0.9954,3.36,0.54,10.50,6,1,1
7.60,0.54,0.02,1.70,0.0850,17.00,31.00,0.9959,3.37,0.51,10.40,6,1,1
7.50,0.51,0.02,1.70,0.0840,13.00,31.00,0.9954,3.36,0.54,10.50,6,1,1
11.50,0.42,0.48,2.60,0.0770,8.00,20.00,0.9985,3.09,0.53,11.00,5,0,0
8.20,0.44,0.24,2.30,0.0630,10.00,28.00,0.9961,3.25,0.53,10.20,6,1,1
6.10,0.59,0.01,2.10,0.0560,5.00,13.00,0.9947,3.52,0.56,11.40,5,0,0
7.20,0.66,0.03,1.80,0.0780,7.00,12.00,0.9959,3.34,0.39,9.50,5,0,0
7.20,0.66,0.03,1.80,0.0780,7.00,12.00,0.9959,3.34,0.39,9.50,5,0,0
6.90,0.57,0.00,2.80,0.0810,21.00,41.00,0.9952,3.41,0.52,10.80,5,0,0
9.00,0.60,0.29,2.00,0.0690,32.00,73.00,0.9965,3.34,0.57,10.00,5,0,0
7.20,0.62,0.01,2.30,0.0650,8.00,46.00,0.9933,3.32,0.51,11.80,6,1,1
7.60,0.65,0.03,1.90,0.0860,14.00,57.00,0.9969,3.37,0.46,10.30,5,0,0
7.60,0.65,0.03,1.90,0.0860,14.00,57.00,0.9969,3.37,0.46,10.30,5,0,0
7.20,0.58,0.03,2.30,0.0770,7.00,28.00,0.9957,3.35,0.52,10.00,5,0,0
6.10,0.32,0.25,1.80,0.0860,5.00,32.00,0.9946,3.36,0.44,10.10,5,0,0
6.10,0.34,0.25,1.80,0.0840,4.00,28.00,0.9946,3.36,0.44,10.10,5,0,0
7.30,0.43,0.24,2.50,0.0780,27.00,67.00,0.9965,3.60,0.59,11.10,6,1,1
7.40,0.64,0.17,5.40,0.1680,52.00,98.00,0.9974,3.28,0.50,9.50,5,0,0
11.60,0.48,0.40,1.40,0.0910,6.00,28.00,0.9970,3.07,0.65,10.03,6,1,1
9.20,0.54,0.31,2.30,0.1120,11.00,38.00,0.9970,3.24,0.56,10.90,5,0,0
8.30,0.85,0.14,2.50,0.0930,13.00,54.00,0.9972,3.36,0.54,10.10,5,0,0
11.60,0.48,0.40,1.40,0.0910,6.00,28.00,0.9970,3.07,0.65,10.03,6,1,1
8.00,0.83,0.27,2.00,0.0800,11.00,63.00,0.9965,3.29,0.48,9.80,4,0,0
7.20,0.61,0.02,1.90,0.0960,10.00,31.00,0.9950,3.46,0.53,11.80,6,1,1
7.80,0.50,0.09,2.20,0.1150,10.00,42.00,0.9971,3.18,0.62,9.50,5,0,0
7.30,0.74,0.08,1.70,0.0940,10.00,45.00,0.9958,3.24,0.50,9.80,5,0,0
6.90,0.54,0.30,2.20,0.0880,9.00,105.00,0.9972,3.25,1.18,10.50,6,1,1
8.00,0.77,0.32,2.10,0.0790,16.00,74.00,0.9966,3.27,0.50,9.80,6,1,1
6.60,0.61,0.00,1.60,0.0690,4.00,8.00,0.9940,3.33,0.37,10.40,4,0,0
8.70,0.78,0.51,1.70,0.4150,12.00,66.00,0.9962,3.00,1.17,9.20,5,0,0
7.50,0.58,0.56,3.10,0.1530,5.00,14.00,0.9948,3.21,1.03,11.60,6,1,1
8.70,0.78,0.51,1.70,0.4150,12.00,66.00,0.9962,3.00,1.17,9.20,5,0,0
7.70,0.75,0.27,3.80,0.1100,34.00,89.00,0.9966,3.24,0.45,9.30,5,0,0
6.80,0.82,0.00,1.20,0.2670,16.00,29.00,0.9947,3.32,0.51,9.80,3,0,0
7.20,0.56,0.26,2.00,0.0830,13.00,100.00,0.9959,3.26,0.52,9.90,5,0,0
8.20,0.89,0.20,1.40,0.0860,7.00,31.00,0.9946,3.11,0.46,10.00,5,0,0
5.20,0.49,0.26,2.30,0.0900,23.00,74.00,0.9953,3.71,0.62,12.20,6,1,1
7.20,0.45,0.15,2.00,0.0780,10.00,28.00,0.9961,3.29,0.51,9.90,6,1,1
7.50,0.57,0.02,2.60,0.0770,11.00,35.00,0.9956,3.36,0.62,10.80,6,1,1
7.50,0.57,0.02,2.60,0.0770,11.00,35.00,0.9956,3.36,0.62,10.80,6,1,1
6.80,0.83,0.09,1.80,0.0740,4.00,25.00,0.9953,3.38,0.45,9.60,5,0,0
8.00,0.60,0.22,2.10,0.0800,25.00,105.00,0.9961,3.30,0.49,9.90,5,0,0
8.00,0.60,0.22,2.10,0.0800,25.00,105.00,0.9961,3.30,0.49,9.90,5,0,0
7.10,0.76,0.15,1.80,0.1070,20.00,84.00,0.9959,3.19,0.50,9.50,5,0,0
8.00,0.81,0.25,3.40,0.0760,34.00,85.00,0.9967,3.19,0.42,9.20,5,0,0
7.40,0.64,0.07,1.80,0.1000,8.00,23.00,0.9961,3.30,0.58,9.60,5,0,0
7.40,0.64,0.07,1.80,0.1000,8.00,23.00,0.9961,3.30,0.58,9.60,5,0,0
6.60,0.64,0.31,6.10,0.0830,7.00,49.00,0.9972,3.35,0.68,10.30,5,0,0
6.70,0.48,0.02,2.20,0.0800,36.00,111.00,0.9952,3.10,0.53,9.70,5,0,0
6.00,0.49,0.00,2.30,0.0680,15.00,33.00,0.9929,3.58,0.59,12.50,6,1,1
8.00,0.64,0.22,2.40,0.0940,5.00,33.00,0.9961,3.37,0.58,11.00,5,0,0
7.10,0.62,0.06,1.30,0.0700,5.00,12.00,0.9942,3.17,0.48,9.80,5,0,0
8.00,0.52,0.25,2.00,0.0780,19.00,59.00,0.9961,3.30,0.48,10.20,5,0,0
6.40,0.57,0.14,3.90,0.0700,27.00,73.00,0.9967,3.32,0.48,9.20,5,0,0
8.60,0.69,0.10,1.60,0.0920,3.00,12.00,0.9974,3.31,0.65,9.55,6,1,1
8.70,0.68,0.10,1.60,0.0900,4.00,11.00,0.9974,3.31,0.65,9.55,5,0,0
7.30,0.59,0.26,2.00,0.0800,17.00,104.00,0.9958,3.28,0.52,9.90,5,0,0
7.00,0.60,0.12,2.20,0.0830,13.00,28.00,0.9966,3.52,0.62,10.20,7,1,1
7.20,0.67,0.00,2.20,0.0680,10.00,24.00,0.9956,3.42,0.72,11.10,6,1,1
7.90,0.69,0.21,2.10,0.0800,33.00,141.00,0.9962,3.25,0.51,9.90,5,0,0
7.90,0.69,0.21,2.10,0.0800,33.00,141.00,0.9962,3.25,0.51,9.90,5,0,0
7.60,0.30,0.42,2.00,0.0520,6.00,24.00,0.9963,3.44,0.82,11.90,6,1,1
7.20,0.33,0.33,1.70,0.0610,3.00,13.00,0.9960,3.23,1.10,10.00,8,1,1
8.00,0.50,0.39,2.60,0.0820,12.00,46.00,0.9985,3.43,0.62,10.70,6,1,1
7.70,0.28,0.30,2.00,0.0620,18.00,34.00,0.9952,3.28,0.90,11.30,7,1,1
8.20,0.24,0.34,5.10,0.0620,8.00,22.00,0.9974,3.22,0.94,10.90,6,1,1
6.00,0.51,0.00,2.10,0.0640,40.00,54.00,0.9950,3.54,0.93,10.70,6,1,1
8.10,0.29,0.36,2.20,0.0480,35.00,53.00,0.9950,3.27,1.01,12.40,7,1,1
6.00,0.51,0.00,2.10,0.0640,40.00,54.00,0.9950,3.54,0.93,10.70,6,1,1
6.60,0.96,0.00,1.80,0.0820,5.00,16.00,0.9936,3.50,0.44,11.90,6,1,1
6.40,0.47,0.40,2.40,0.0710,8.00,19.00,0.9963,3.56,0.73,10.60,6,1,1
8.20,0.24,0.34,5.10,0.0620,8.00,22.00,0.9974,3.22,0.94,10.90,6,1,1
9.90,0.57,0.25,2.00,0.1040,12.00,89.00,0.9963,3.04,0.90,10.10,5,0,0
10.00,0.32,0.59,2.20,0.0770,3.00,15.00,0.9994,3.20,0.78,9.60,5,0,0
6.20,0.58,0.00,1.60,0.0650,8.00,18.00,0.9966,3.56,0.84,9.40,5,0,0
10.00,0.32,0.59,2.20,0.0770,3.00,15.00,0.9994,3.20,0.78,9.60,5,0,0
7.30,0.34,0.33,2.50,0.0640,21.00,37.00,0.9952,3.35,0.77,12.10,7,1,1
7.80,0.53,0.01,1.60,0.0770,3.00,19.00,0.9950,3.16,0.46,9.80,5,0,0
7.70,0.64,0.21,2.20,0.0770,32.00,133.00,0.9956,3.27,0.45,9.90,5,0,0
7.80,0.53,0.01,1.60,0.0770,3.00,19.00,0.9950,3.16,0.46,9.80,5,0,0
7.50,0.40,0.18,1.60,0.0790,24.00,58.00,0.9965,3.34,0.58,9.40,5,0,0
7.00,0.54,0.00,2.10,0.0790,39.00,55.00,0.9956,3.39,0.84,11.40,6,1,1
6.40,0.53,0.09,3.90,0.1230,14.00,31.00,0.9968,3.50,0.67,11.00,4,0,0
8.30,0.26,0.37,1.40,0.0760,8.00,23.00,0.9974,3.26,0.70,9.60,6,1,1
8.30,0.26,0.37,1.40,0.0760,8.00,23.00,0.9974,3.26,0.70,9.60,6,1,1
7.70,0.23,0.37,1.80,0.0460,23.00,60.00,0.9971,3.41,0.71,12.10,6,1,1
7.60,0.41,0.33,2.50,0.0780,6.00,23.00,0.9957,3.30,0.58,11.20,5,0,0
7.80,0.64,0.00,1.90,0.0720,27.00,55.00,0.9962,3.31,0.63,11.00,5,0,0
7.90,0.18,0.40,2.20,0.0490,38.00,67.00,0.9960,3.33,0.93,11.30,5,0,0
7.40,0.41,0.24,1.80,0.0660,18.00,47.00,0.9956,3.37,0.62,10.40,5,0,0
7.60,0.43,0.31,2.10,0.0690,13.00,74.00,0.9958,3.26,0.54,9.90,6,1,1
5.90,0.44,0.00,1.60,0.0420,3.00,11.00,0.9944,3.48,0.85,11.70,6,1,1
6.10,0.40,0.16,1.80,0.0690,11.00,25.00,0.9955,3.42,0.74,10.10,7,1,1
10.20,0.54,0.37,15.40,0.2140,55.00,95.00,1.0037,3.18,0.77,9.00,6,1,1
10.20,0.54,0.37,15.40,0.2140,55.00,95.00,1.0037,3.18,0.77,9.00,6,1,1
10.00,0.38,0.38,1.60,0.1690,27.00,90.00,0.9991,3.15,0.65,8.50,5,0,0
6.80,0.92,0.29,4.80,0.0700,15.00,39.00,0.9958,3.53,0.54,11.10,5,0,0
7.00,0.59,0.00,1.70,0.0520,3.00,8.00,0.9960,3.41,0.47,10.30,5,0,0
7.30,0.67,0.02,2.20,0.0720,31.00,92.00,0.9957,3.32,0.68,11.07,6,1,1
7.20,0.37,0.32,2.00,0.0620,15.00,28.00,0.9947,3.23,0.73,11.30,7,1,1
7.40,0.79,0.19,5.20,0.0940,19.00,98.00,0.9971,3.16,0.52,9.57,6,1,1
6.90,0.63,0.02,1.90,0.0780,18.00,30.00,0.9971,3.40,0.75,9.80,5,0,0
6.90,0.58,0.20,1.75,0.0580,8.00,22.00,0.9932,3.38,0.49,11.70,5,0,0
7.30,0.67,0.02,2.20,0.0720,31.00,92.00,0.9957,3.32,0.68,11.10,6,1,1
7.40,0.79,0.19,5.20,0.0940,19.00,98.00,0.9971,3.16,0.52,9.60,6,1,1
6.90,0.63,0.02,1.90,0.0780,18.00,30.00,0.9971,3.40,0.75,9.80,5,0,0
6.80,0.67,0.00,1.90,0.0800,22.00,39.00,0.9970,3.40,0.74,9.70,5,0,0
6.90,0.58,0.01,1.90,0.0800,40.00,54.00,0.9968,3.40,0.73,9.70,5,0,0
7.20,0.38,0.31,2.00,0.0560,15.00,29.00,0.9947,3.23,0.76,11.30,8,1,1
7.20,0.37,0.32,2.00,0.0620,15.00,28.00,0.9947,3.23,0.73,11.30,7,1,1
7.80,0.32,0.44,2.70,0.1040,8.00,17.00,0.9973,3.33,0.78,11.00,7,1,1
6.60,0.58,0.02,2.00,0.0620,37.00,53.00,0.9937,3.35,0.76,11.60,7,1,1
7.60,0.49,0.33,1.90,0.0740,27.00,85.00,0.9971,3.41,0.58,9.00,5,0,0
11.70,0.45,0.63,2.20,0.0730,7.00,23.00,0.9997,3.21,0.69,10.90,6,1,1
6.50,0.90,0.00,1.60,0.0520,9.00,17.00,0.9947,3.50,0.63,10.90,6,1,1
6.00,0.54,0.06,1.80,0.0500,38.00,89.00,0.9924,3.30,0.50,10.55,6,1,1
7.60,0.49,0.33,1.90,0.0740,27.00,85.00,0.9971,3.41,0.58,9.00,5,0,0
8.40,0.29,0.40,1.70,0.0670,8.00,20.00,0.9960,3.39,0.60,10.50,5,0,0
7.90,0.20,0.35,1.70,0.0540,7.00,15.00,0.9946,3.32,0.80,11.90,7,1,1
6.40,0.42,0.09,2.30,0.0540,34.00,64.00,0.9972,3.41,0.68,10.40,6,1,1
6.20,0.79,0.00,2.10,0.0600,6.00,13.00,0.9966,3.59,0.61,10.00,4,0,0
6.80,0.64,0.03,2.30,0.0750,14.00,31.00,0.9954,3.36,0.58,10.40,6,1,1
6.90,0.63,0.01,2.40,0.0760,14.00,39.00,0.9952,3.34,0.53,10.80,6,1,1
6.80,0.59,0.10,1.70,0.0630,34.00,53.00,0.9958,3.41,0.67,9.70,5,0,0
6.80,0.59,0.10,1.70,0.0630,34.00,53.00,0.9958,3.41,0.67,9.70,5,0,0
7.30,0.48,0.32,2.10,0.0620,31.00,54.00,0.9973,3.30,0.65,10.00,7,1,1
6.70,1.04,0.08,2.30,0.0670,19.00,32.00,0.9965,3.52,0.57,11.00,4,0,0
7.30,0.48,0.32,2.10,0.0620,31.00,54.00,0.9973,3.30,0.65,10.00,7,1,1
7.30,0.98,0.05,2.10,0.0610,20.00,49.00,0.9970,3.31,0.55,9.70,3,0,0
10.00,0.69,0.11,1.40,0.0840,8.00,24.00,0.9958,2.88,0.47,9.70,5,0,0
6.70,0.70,0.08,3.75,0.0670,8.00,16.00,0.9933,3.43,0.52,12.60,5,0,0
7.60,0.35,0.60,2.60,0.0730,23.00,44.00,0.9966,3.38,0.79,11.10,6,1,1
6.10,0.60,0.08,1.80,0.0710,14.00,45.00,0.9934,3.38,0.54,11.00,5,0,0
9.90,0.50,0.50,13.80,0.2050,48.00,82.00,1.0024,3.16,0.75,8.80,5,0,0
5.30,0.47,0.11,2.20,0.0480,16.00,89.00,0.9918,3.54,0.88,13.57,7,1,1
9.90,0.50,0.50,13.80,0.2050,48.00,82.00,1.0024,3.16,0.75,8.80,5,0,0
5.30,0.47,0.11,2.20,0.0480,16.00,89.00,0.9918,3.54,0.88,13.60,7,1,1
7.10,0.88,0.05,5.70,0.0820,3.00,14.00,0.9981,3.40,0.52,10.20,3,0,0
8.20,0.28,0.60,3.00,0.1040,10.00,22.00,0.9983,3.39,0.68,10.60,5,0,0
5.60,0.62,0.03,1.50,0.0800,6.00,13.00,0.9950,3.66,0.62,10.10,4,0,0
8.20,0.28,0.60,3.00,0.1040,10.00,22.00,0.9983,3.39,0.68,10.60,5,0,0
7.20,0.58,0.54,2.10,0.1140,3.00,9.00,0.9972,3.33,0.57,10.30,4,0,0
8.10,0.33,0.44,1.50,0.0420,6.00,12.00,0.9954,3.35,0.61,10.70,5,0,0
6.80,0.91,0.06,2.00,0.0600,4.00,11.00,0.9959,3.53,0.64,10.90,4,0,0
7.00,0.66,0.16,2.10,0.0740,8.00,25.00,0.9961,3.37,0.55,9.70,5,0,0
6.80,0.68,0.21,2.10,0.0700,9.00,23.00,0.9955,3.38,0.60,10.30,5,0,0
6.00,0.64,0.05,1.90,0.0660,9.00,17.00,0.9950,3.52,0.78,10.60,5,0,0
5.60,0.54,0.04,1.70,0.0490,5.00,13.00,0.9942,3.72,0.58,11.40,5,0,0
6.20,0.57,0.10,2.10,0.0480,4.00,11.00,0.9945,3.44,0.76,10.80,6,1,1
7.10,0.22,0.49,1.80,0.0390,8.00,18.00,0.9934,3.39,0.56,12.40,6,1,1
5.60,0.54,0.04,1.70,0.0490,5.00,13.00,0.9942,3.72,0.58,11.40,5,0,0
6.20,0.65,0.06,1.60,0.0500,6.00,18.00,0.9935,3.57,0.54,11.95,5,0,0
7.70,0.54,0.26,1.90,0.0890,23.00,147.00,0.9964,3.26,0.59,9.70,5,0,0
6.40,0.31,0.09,1.40,0.0660,15.00,28.00,0.9946,3.42,0.70,10.00,7,1,1
7.00,0.43,0.02,1.90,0.0800,15.00,28.00,0.9949,3.35,0.81,10.60,6,1,1
7.70,0.54,0.26,1.90,0.0890,23.00,147.00,0.9964,3.26,0.59,9.70,5,0,0
6.90,0.74,0.03,2.30,0.0540,7.00,16.00,0.9951,3.45,0.63,11.50,6,1,1
6.60,0.90,0.04,2.30,0.0680,7.00,13.00,0.9958,3.53,0.58,10.80,6,1,1
6.90,0.74,0.03,2.30,0.0540,7.00,16.00,0.9951,3.45,0.63,11.50,6,1,1
7.50,0.73,0.04,1.50,0.0760,8.00,15.00,0.9951,3.26,0.53,9.60,5,0,0
7.80,0.82,0.29,4.30,0.0830,21.00,64.00,0.9964,3.16,0.53,9.40,5,0,0
7.30,0.59,0.18,2.40,0.0780,15.00,60.00,0.9964,3.31,0.54,9.80,5,0,0
6.20,0.44,0.39,2.50,0.0770,6.00,14.00,0.9956,3.51,0.69,11.00,6,1,1
7.50,0.38,0.57,2.30,0.1060,5.00,12.00,0.9960,3.36,0.55,11.40,6,1,1
6.70,0.76,0.02,1.80,0.0780,6.00,12.00,0.9960,3.55,0.63,9.95,3,0,0
6.80,0.81,0.05,2.00,0.0700,6.00,14.00,0.9956,3.51,0.66,10.80,6,1,1
7.50,0.38,0.57,2.30,0.1060,5.00,12.00,0.9960,3.36,0.55,11.40,6,1,1
7.10,0.27,0.60,2.10,0.0740,17.00,25.00,0.9981,3.38,0.72,10.60,6,1,1
7.90,0.18,0.40,1.80,0.0620,7.00,20.00,0.9941,3.28,0.70,11.10,5,0,0
6.40,0.36,0.21,2.20,0.0470,26.00,48.00,0.9966,3.47,0.77,9.70,6,1,1
7.10,0.69,0.04,2.10,0.0680,19.00,27.00,0.9971,3.44,0.67,9.80,5,0,0
6.40,0.79,0.04,2.20,0.0610,11.00,17.00,0.9959,3.53,0.65,10.40,6,1,1
6.40,0.56,0.15,1.80,0.0780,17.00,65.00,0.9929,3.33,0.60,10.50,6,1,1
6.90,0.84,0.21,4.10,0.0740,16.00,65.00,0.9984,3.53,0.72,9.23,6,1,1
6.90,0.84,0.21,4.10,0.0740,16.00,65.00,0.9984,3.53,0.72,9.25,6,1,1
6.10,0.32,0.25,2.30,0.0710,23.00,58.00,0.9963,3.42,0.97,10.60,5,0,0
6.50,0.53,0.06,2.00,0.0630,29.00,44.00,0.9949,3.38,0.83,10.30,6,1,1
7.40,0.47,0.46,2.20,0.1140,7.00,20.00,0.9965,3.32,0.63,10.50,5,0,0
6.60,0.70,0.08,2.60,0.1060,14.00,27.00,0.9966,3.44,0.58,10.20,5,0,0
6.50,0.53,0.06,2.00,0.0630,29.00,44.00,0.9949,3.38,0.83,10.30,6,1,1
6.90,0.48,0.20,1.90,0.0820,9.00,23.00,0.9958,3.39,0.43,9.05,4,0,0
6.10,0.32,0.25,2.30,0.0710,23.00,58.00,0.9963,3.42,0.97,10.60,5,0,0
6.80,0.48,0.25,2.00,0.0760,29.00,61.00,0.9953,3.34,0.60,10.40,5,0,0
6.00,0.42,0.19,2.00,0.0750,22.00,47.00,0.9952,3.39,0.78,10.00,6,1,1
6.70,0.48,0.08,2.10,0.0640,18.00,34.00,0.9955,3.33,0.64,9.70,5,0,0
6.80,0.47,0.08,2.20,0.0640,18.00,38.00,0.9955,3.30,0.65,9.60,6,1,1
7.10,0.53,0.07,1.70,0.0710,15.00,24.00,0.9951,3.29,0.66,10.80,6,1,1
7.90,0.29,0.49,2.20,0.0960,21.00,59.00,0.9971,3.31,0.67,10.10,6,1,1
7.10,0.69,0.08,2.10,0.0630,42.00,52.00,0.9961,3.42,0.60,10.20,6,1,1
6.60,0.44,0.09,2.20,0.0630,9.00,18.00,0.9944,3.42,0.69,11.30,6,1,1
6.10,0.71,0.10,2.80,0.0810,13.00,28.00,0.9963,3.60,0.66,10.20,5,0,0
7.20,0.53,0.13,2.00,0.0580,18.00,22.00,0.9957,3.21,0.68,9.90,6,1,1
8.00,0.39,0.30,1.90,0.0740,32.00,84.00,0.9972,3.39,0.61,9.00,5,0,0
6.60,0.56,0.14,2.40,0.0640,13.00,29.00,0.9940,3.42,0.62,11.70,7,1,1
7.00,0.55,0.13,2.20,0.0750,15.00,35.00,0.9959,3.36,0.59,9.70,6,1,1
6.10,0.53,0.08,1.90,0.0770,24.00,45.00,0.9953,3.60,0.68,10.30,6,1,1
5.40,0.58,0.08,1.90,0.0590,20.00,31.00,0.9948,3.50,0.64,10.20,6,1,1
6.20,0.64,0.09,2.50,0.0810,15.00,26.00,0.9954,3.57,0.63,12.00,5,0,0
7.20,0.39,0.32,1.80,0.0650,34.00,60.00,0.9971,3.46,0.78,9.90,5,0,0
6.20,0.52,0.08,4.40,0.0710,11.00,32.00,0.9965,3.56,0.63,11.60,6,1,1
7.40,0.25,0.29,2.20,0.0540,19.00,49.00,0.9967,3.40,0.76,10.90,7,1,1
6.70,0.86,0.02,1.90,0.0640,29.00,38.00,0.9947,3.30,0.56,10.75,6,1,1
11.10,0.44,0.42,2.20,0.0640,14.00,19.00,0.9976,3.25,0.57,10.40,6,1,1
8.40,0.37,0.43,2.30,0.0630,12.00,19.00,0.9955,3.17,0.81,11.20,7,1,1
6.50,0.63,0.33,1.80,0.0590,16.00,28.00,0.9953,3.36,0.64,10.10,6,1,1
7.00,0.57,0.02,2.00,0.0720,17.00,26.00,0.9958,3.36,0.61,10.20,5,0,0
6.30,0.60,0.10,1.60,0.0480,12.00,26.00,0.9931,3.55,0.51,12.10,5,0,0
11.20,0.40,0.50,2.00,0.0990,19.00,50.00,0.9978,3.10,0.58,10.40,5,0,0
7.40,0.36,0.30,1.80,0.0740,17.00,24.00,0.9942,3.24,0.70,11.40,8,1,1
7.10,0.68,0.00,2.30,0.0870,17.00,26.00,0.9978,3.45,0.53,9.50,5,0,0
7.10,0.67,0.00,2.30,0.0830,18.00,27.00,0.9977,3.44,0.54,9.40,5,0,0
6.30,0.68,0.01,3.70,0.1030,32.00,54.00,0.9959,3.51,0.66,11.30,6,1,1
7.30,0.74,0.00,2.20,0.0800,18.00,28.00,0.9976,3.41,0.60,9.40,5,0,0
6.60,0.86,0.02,2.40,0.0620,15.00,23.00,0.9963,3.54,0.60,11.00,6,1,1
7.00,0.56,0.17,1.70,0.0650,15.00,24.00,0.9951,3.44,0.68,10.55,7,1,1
6.60,0.88,0.04,2.20,0.0660,12.00,20.00,0.9964,3.53,0.56,9.90,5,0,0
6.60,0.86,0.02,2.40,0.0620,15.00,23.00,0.9963,3.54,0.60,11.00,6,1,1
6.90,0.63,0.33,6.70,0.2350,66.00,115.00,0.9979,3.22,0.56,9.50,5,0,0
7.80,0.60,0.26,2.00,0.0800,31.00,131.00,0.9962,3.21,0.52,9.90,5,0,0
7.80,0.60,0.26,2.00,0.0800,31.00,131.00,0.9962,3.21,0.52,9.90,5,0,0
7.80,0.60,0.26,2.00,0.0800,31.00,131.00,0.9962,3.21,0.52,9.90,5,0,0
7.20,0.70,0.13,2.00,0.0760,12.00,20.00,0.9955,3.29,0.54,10.10,5,0,0
7.20,0.70,0.13,2.00,0.0760,12.00,20.00,0.9955,3.29,0.54,10.10,5,0,0
7.20,0.70,0.13,2.00,0.0760,12.00,20.00,0.9955,3.29,0.54,10.10,5,0,0
6.70,0.67,0.02,1.90,0.0610,26.00,42.00,0.9949,3.39,0.82,10.90,6,1,1
6.70,0.16,0.64,2.10,0.0590,24.00,52.00,0.9949,3.34,0.71,11.20,6,1,1
7.20,0.70,0.13,2.00,0.0760,12.00,20.00,0.9955,3.29,0.54,10.10,5,0,0
7.00,0.56,0.13,1.60,0.0770,25.00,42.00,0.9963,3.34,0.59,9.20,5,0,0
6.20,0.51,0.14,1.90,0.0560,15.00,34.00,0.9940,3.48,0.57,11.50,6,1,1
6.40,0.36,0.53,2.20,0.2300,19.00,35.00,0.9934,3.37,0.93,12.40,6,1,1
6.40,0.38,0.14,2.20,0.0380,15.00,25.00,0.9951,3.44,0.65,11.10,6,1,1
7.30,0.69,0.32,2.20,0.0690,35.00,104.00,0.9963,3.33,0.51,9.50,5,0,0
6.00,0.58,0.20,2.40,0.0750,15.00,50.00,0.9947,3.58,0.67,12.50,6,1,1
5.60,0.31,0.78,13.90,0.0740,23.00,92.00,0.9968,3.39,0.48,10.50,6,1,1
7.50,0.52,0.40,2.20,0.0600,12.00,20.00,0.9947,3.26,0.64,11.80,6,1,1
8.00,0.30,0.63,1.60,0.0810,16.00,29.00,0.9959,3.30,0.78,10.80,6,1,1
6.20,0.70,0.15,5.10,0.0760,13.00,27.00,0.9962,3.54,0.60,11.90,6,1,1
6.80,0.67,0.15,1.80,0.1180,13.00,20.00,0.9954,3.42,0.67,11.30,6,1,1
6.20,0.56,0.09,1.70,0.0530,24.00,32.00,0.9940,3.54,0.60,11.30,5,0,0
7.40,0.35,0.33,2.40,0.0680,9.00,26.00,0.9947,3.36,0.60,11.90,6,1,1
6.20,0.56,0.09,1.70,0.0530,24.00,32.00,0.9940,3.54,0.60,11.30,5,0,0
6.10,0.72,0.10,2.60,0.0530,13.00,27.00,0.9936,3.57,0.50,11.90,5,0,0
6.20,0.46,0.29,2.10,0.0740,32.00,98.00,0.9958,3.33,0.62,9.80,5,0,0
6.70,0.32,0.44,2.40,0.0610,24.00,34.00,0.9948,3.29,0.80,11.60,7,1,1
7.20,0.39,0.44,2.60,0.0660,22.00,48.00,0.9949,3.30,0.84,11.50,6,1,1
7.50,0.31,0.41,2.40,0.0650,34.00,60.00,0.9949,3.34,0.85,11.40,6,1,1
5.80,0.61,0.11,1.80,0.0660,18.00,28.00,0.9948,3.55,0.66,10.90,6,1,1
7.20,0.66,0.33,2.50,0.0680,34.00,102.00,0.9941,3.27,0.78,12.80,6,1,1
6.60,0.73,0.20,7.80,0.0730,29.00,79.00,0.9977,3.29,0.54,9.20,5,0,0
6.30,0.55,0.15,1.80,0.0770,26.00,35.00,0.9931,3.32,0.82,11.60,6,1,1
5.40,0.74,0.09,1.70,0.0890,16.00,26.00,0.9940,3.67,0.56,11.60,6,1,1
6.30,0.51,0.13,2.30,0.0760,29.00,40.00,0.9957,3.42,0.75,11.00,6,1,1
6.80,0.62,0.08,1.90,0.0680,28.00,38.00,0.9965,3.42,0.82,9.50,6,1,1
6.20,0.60,0.08,2.00,0.0900,32.00,44.00,0.9949,3.45,0.58,10.50,5,0,0
5.90,0.55,0.10,2.20,0.0620,39.00,51.00,0.9951,3.52,0.76,11.20,6,1,1
6.30,0.51,0.13,2.30,0.0760,29.00,40.00,0.9957,3.42,0.75,11.00,6,1,1
5.90,0.65,0.12,2.00,0.0750,32.00,44.00,0.9955,3.57,0.71,10.20,5,0,0
6.00,0.31,0.47,3.60,0.0670,18.00,42.00,0.9955,3.39,0.66,11.00,6,1,1
